text,labels,domain,source
Trucks Are Getting More Dangerous And Drivers Are Falling Asleep At The Wheel. Thank Congress. The inside story of how the trucking industry and politicians have conspired to make our highways less safe.,,Politics,huffpost
"The Pastrami Principle A couple of months ago, Jeb Bush remember him? posted a photo of his monogrammed handgun to Twitter, with the caption America",,Politics,huffpost
Here's Where Your Taxes Go The government spends about 1 on healthcare of every 4 that Americans pay in federal income taxes.,,Business,huffpost
"Dems Push Congress To Care About Zika Before Mosquito Season Hits It's getting warmer, and lawmakers just keep fighting.",,Politics,huffpost
Acreage For Genetically Modified Crops Declined In 2015 The world s farmers have increased their use of genetically modified crops steadily and sharply since the technology became,,Politics,huffpost
This Quirky Congressional Rule Change Could Slash Entitlement Spending Conservatives on Capitol Hill want to make it easier to cut mandatory programs.,,Politics,huffpost
"The GOP's Budget Fail Not long ago, Congressional Republicans said authoring and passing a budget were the basics of governing.",,Politics,huffpost
"Peabody, World's Top Private Coal Miner, Files For Bankruptcy Peabody's Chapter 11 bankruptcy filing ranks among the largest in the commodities sector since energy and metals prices began to fall in the middle of 2014.",,Business,huffpost
Congressman Bobby Rush Feels 'Ashamed' Of Voting For 1994 Crime Bill Crack cocaine and the crime bill were the true worst problems that the black community has suffered through in the last 50 years.,,Politics,huffpost
"Scott Walker Leads GOP Governors' Calls For Congress To Allow Food Stamp Drug Tests States aren't allowed to check the welfare recipients for drugs, but this bill would change that.",,Politics,huffpost
Bernie Sanders Reaches Down Ballot To Expand His Political Revolution The Democratic presidential candidate endorses three congressional candidates in fundraising emails.,,Politics,huffpost
The National Weather Service Is About To Leave Its LOUD Forecasts In The Past The agency is ending its reliance on the caps lock key.,,Science,huffpost
Ex-Vanderbilt Football Player Convicted Of Raping Unconscious Student Cory Batey faces a sentence of 15 to 25 years in prison.,,Crime,huffpost
Obama Relents In Fight Over Fast And Furious Documents Four years after asserting executive privilege to block Congress from obtaining documents relating to a controversial federal,,Politics,huffpost
Republicans In Congress Are Setting Up The World For A Public Health Disaster The White House has decided to combat the Zika virus by transferring funds that were originally intended to help prevent,,Politics,huffpost
"Congressman Asked To Explain Why His Campaign Spent 1.3K On Video Games The Federal Election Commission also wants to know about a 1,650 payment to Christian Unified Schools.",,Politics,huffpost
You Know You Want To Tell Indiana Gov. Mike Pence About Your Period Women are calling the governor to protest tighter restrictions to abortion access in Indiana.,,Politics,huffpost
Democrat Explains GOP Blockade Of Obama's Nominee 'It's Personal' Sen. Dick Durbin says Republicans are trampling Merrick Garland's nomination because they don't like the president.,,Politics,huffpost
"Pfizer, Allergan Scrap 160 Billion Merger Over Tax Loophole Pressure The announcement followed the unveiling of new U.S. Treasury rules on Monday aimed at curbing such deals.",,Business,huffpost
"Republican Has Glowing Praise For Obama's High Court Choice Sen. Susan Collins R-Maine said colleagues should meet the well-informed, thoughtful, impressive, extraordinarily bright nominee.",,Politics,huffpost
"The EPA s Clean Power Plan Just Got A Huge Influx Of Support More than 200 current and former members of Congress are coming to the aid of the Clean Power Plan, the Obama administration s",,Politics,huffpost
Keith Olbermann Reveals What Forced Him To Leave Trump Tower The veteran broadcaster moved out of a Manhattan building owned by the GOP front-runner.,,Sports,huffpost
"Anthony Weiner Would Rather Eat A Wooden Table Than Return To Congress As for running for another office, that's more complicated ...",,Politics,huffpost
"Bikini-Clad Attackers Gang Up On Woman In Disturbing Video, Cops Say The beating left the victim with serious injuries.",,Crime,huffpost
"A Modest Proposal for the 21st Century This week I use this space to offer a suggestion that will save the taxpayers money, increase the efficiency of government and enable those in Congress to more accurately reflect voters' wills. The only surprising thing is that no one has come up with this idea before now.",,Politics,huffpost
Donald Trump Megalomaniac in Chief Trump has run a highly unconventional and utterly disturbing campaign. Let's not assume that he's about to stop now -- no matter how close he might be to locking up the GOP nomination.,,Politics,huffpost
Even A Landslide Trump Victory Won't Change Our Rigged Congressional Map GOP redistricting post-2010 was built to withstand even a landslide loss. The week's hot political story is fantasy,,Politics,huffpost
"Multiple Tornadoes Rip Through Oklahoma, Injuring 7 The severe weather also blew down power lines and damaged numerous structures.",,Politics,huffpost
GOP Congressman Falsely Claims Study 'Confirms The Halt In Global Warming' It doesn't.,,Politics,huffpost
Convicted Killer John Modie Captured After Escape From Ohio Prison Modie is serving 18 years to life in prison for the 2002 murder of a 26-year-old woman in Cleveland.,,Crime,huffpost
A 'Protest' Against Tammy Duckworth May Not Have Been Real One protester said he was paid and didn't know the congresswoman's party. Others refused to say why they were there. What's going on?,,Politics,huffpost
"House Conservatives Are Trying To Kill The Lame-Duck Session The Republican leading the charge says that when Congress comes back after November elections, the American public gets screwed.",,Politics,huffpost
"20 Pictures of Cuba Through My Lens I had the honor to travel with President Obama, members of his Cabinet, and my Congressional Colleagues to Cuba this past week as part of an effort to chart a new era of U.S. relations with the Cuban people and the Cuban government.",,Politics,huffpost
GOP Congressman Suggests He Could Vote For Hillary Clinton Rep. Carlos Curbelo says he'll never support Trump. So that leaves...,,Politics,huffpost
"Indiana Bans Abortions Based On Gender, Race And Prenatal Diagnosis Of Disabilities The bill bans any disability-related abortion along with terminations of pregnancy based on race, gender or national origin.",,Politics,huffpost
Congressman Whose Parents Were Held In Japanese Internment Camps Slams Muslim 'Patrol' Plan We cannot ignore the lessons of history.,,Politics,huffpost
The Bizarre Story Of Trump's First Congressional Endorsement Rep. Chris Collins says the GOP front-runner has been misquoted.,,Politics,huffpost
ESPN Welcomes Curt Schilling Back Even After His Disturbing Hillary Clinton Comments The former MLB pitcher said Clinton should be buried under a jail somewhere.,,Sports,huffpost
Joe Biden Is Genuinely Curious WTF Is Congress Doing? Regardless of your political persuasion I would love to hear one of you ... tell me how the system is functioning.,,Politics,huffpost
"Should Washington D.C. Have A Vote In Congress? Donald Trump Is OK With It. Trump opposes D.C. statehood, but says representation would be okay.",,Politics,huffpost
Starwood And Airbnb Are Poised To Take Cuba's Hospitality Industry By Storm The country is expecting an explosion in tourist activity after improved diplomatic and business relations with the U.S.,,Business,huffpost
North Carolina Sheriff's Deputies Disciplined Over Trump Rally Reuters - Five North Carolina Sheriff's deputies have been disciplined over their behavior at a rally for Republican U.S,,Politics,huffpost
GOP Congressman Says Elizabeth Warren Needs To Be 'Neutered' Because she is the Darth Vader of the financial services world.,,Politics,huffpost
Ohio Voters Choose House Freedom Caucus Candidate To Replace John Boehner The influential group of conservative lawmakers made the former House Speaker's life miserable in Congress.,,Politics,huffpost
Koch Donors Divided Over Failure To Stop Donald Trump Donald Trump s surge to frontrunner status in the Republican presidential race has caused angst and divisions among the donor,,Politics,huffpost
Everyone Should Celebrate Stripping Roger Goodell Of Disciplinary Power But no one more so than Roger Goodell.,,Sports,huffpost
Google Is Pressing Feds To Get Driverless Cars On The Road Google will make its case before Congress on Tuesday.,,Tech,huffpost
"Ex-Yale Basketball Captain To Sue University After Being Expelled Over Sexual Misconduct Allegation We strongly believe that the decision to expel Jack Montague was wrong, unfairly determined, arbitrary, and excessive by any rational measure.",,Sports,huffpost
How Meditation Transformed This Entrepreneur's Approach To Work And Life Louis Gagnon journeyed to India to share the power of mindful leadership.,,Business,huffpost
Michigan's Congressional Hopefuls Worry About The Next Flint The same people who told us Flint water was safe are telling us that this pipeline is safe.,,Politics,huffpost
"Female Republican Lawmakers Slam Indiana Abortion Bill As 'Overreaching' House Approves It Anyway The bill would ban abortions sought because of fetal gender, race or any disability.",,Politics,huffpost
